CDI Regions,Industry Title,region_wt_mean_wage,unweighted_ind_counts,wt_reg_ind_counts,wt_reg_high_wage_count,wt_reg_high_wage_perc
Los Angeles,Pipeline transportation,45317.646741558725,16,486.0,486.0,100.0
Los Angeles,Coal mining,45317.646741558725,3,128.0,128.0,100.0
Los Angeles,"Engine, turbine, and power transmission equipment manufacturing",45317.646741558725,53,249.0,249.0,100.0
Los Angeles,Tobacco,45317.646741558725,2,55.0,55.0,100.0
Los Angeles,Prefabricated wood buildings and mobile homes,45317.646741558725,27,204.0,204.0,100.0
Los Angeles,Not specified utilities,45317.646741558725,41,1743.0,1507.0,86.46012621916236
Los Angeles,"Farm product raw materials, merchant wholesalers ",45317.646741558725,19,523.0,444.0,84.89483747609943
Los Angeles,Ordnance,45317.646741558725,8,343.0,288.0,83.96501457725948
Los Angeles,"U.S. Armed forces, branch not specified",45317.646741558725,77,748.0,628.0,83.9572192513369
Los Angeles,Software publishers,45317.646741558725,405,5778.0,4666.0,80.754586362063
Los Angeles,Ship and boat building,45317.646741558725,91,346.0,277.0,80.05780346820809
Los Angeles,Oil and gas extraction,45317.646741558725,64,614.0,489.0,79.64169381107492
Los Angeles,U.S. Air Force,45317.646741558725,222,3601.0,2787.0,77.39516800888642
Los Angeles,"Electric power generation, transmission and distribution",45317.646741558725,558,10177.0,7756.0,76.21106416429203
Los Angeles,"Electric and gas, and other combinations",45317.646741558725,364,9519.0,7252.0,76.18447315894527
Los Angeles,"Navigational, measuring, electromedical, and control instruments",45317.646741558725,470,7423.0,5506.0,74.17486191566752
Los Angeles,Petroleum refining,45317.646741558725,188,4991.0,3618.0,72.4904828691645
Los Angeles,Rail transportation,45317.646741558725,152,4570.0,3251.0,71.13785557986871
Los Angeles,Aerospace products and parts manufacturing,45317.646741558725,178,6033.0,4265.0,70.69451350903365
Los Angeles,"Data processing, hosting, and related services",45317.646741558725,273,4391.0,3059.0,69.6652243224778
Los Angeles,Broadcasting (except internet),45317.646741558725,724,35536.0,24683.0,69.45914002701485
Los Angeles,"Justice, public order, and safety activities",45317.646741558725,3792,62928.0,43707.0,69.45556826849733
Los Angeles,"Water, steam, air conditioning, and irrigation systems",45317.646741558725,442,6117.0,4210.0,68.82458721595553
Los Angeles,Natural gas distribution,45317.646741558725,152,6213.0,4224.0,67.98647996137132
Los Angeles,Labor unions,45317.646741558725,172,5202.0,3485.0,66.99346405228758
Los Angeles,Public finance activities,45317.646741558725,463,4427.0,2924.0,66.04924327987351
Los Angeles,"Metals and minerals, except petroleum, merchant wholesalers",45317.646741558725,76,2547.0,1676.0,65.80290537887711
Los Angeles,Scientific research and development services,45317.646741558725,1684,24551.0,16066.0,65.43928964196978
Los Angeles,Computer systems design and related services,45317.646741558725,6238,83550.0,54564.0,65.30700179533213
Los Angeles,Support activities for mining,45317.646741558725,155,2223.0,1446.0,65.04723346828611
Los Angeles,"Communications, audio, and video equipment",45317.646741558725,336,4272.0,2724.0,63.76404494382022
Los Angeles,Carpet and rug mills,45317.646741558725,18,399.0,254.0,63.65914786967418
Los Angeles,Administration of economic programs and space research,45317.646741558725,682,11350.0,7151.0,63.00440528634361
Los Angeles,"Paint, coating, and adhesives",45317.646741558725,60,1312.0,816.0,62.19512195121951
Los Angeles,"Architectural, engineering, and related services",45317.646741558725,2484,50111.0,31144.0,62.150026940192774
Los Angeles,"Sporting and athletic goods, and doll, toy, and game manufacturing",45317.646741558725,169,5582.0,3465.0,62.074525259763526
Los Angeles,Aircraft and parts manufacturing,45317.646741558725,1736,75995.0,46712.0,61.46720178959142
Los Angeles,"Commercial, industrial, and other intangible assets rental and leasing",45317.646741558725,160,2338.0,1435.0,61.377245508982035
Los Angeles,Pharmaceuticals and medicines,45317.646741558725,878,10445.0,6266.0,59.99042604116802
Los Angeles,Lawn and garden equipment and supplies stores,45317.646741558725,182,2755.0,1645.0,59.70961887477314
Los Angeles,"Securities, commodities, funds, trusts, and other financial investments",45317.646741558725,1740,40582.0,24051.0,59.26519146419595
Los Angeles,"Advertising, public relations, and related services",45317.646741558725,1062,44742.0,26098.0,58.329980778686696
Los Angeles,Motion pictures and video industries,45317.646741558725,2258,143155.0,83276.0,58.171911564388246
Los Angeles,Fuel dealers,45317.646741558725,55,807.0,469.0,58.116480793060724
Los Angeles,"General medical and surgical hospitals, and specialty (except psychiatric and substance abuse) hospitals",45317.646741558725,7895,208459.0,120951.0,58.02148144239395
Los Angeles,Management of companies and enterprises,45317.646741558725,324,9895.0,5730.0,57.90803436078827
Los Angeles,"Business, professional, political and similar organizations",45317.646741558725,219,4082.0,2346.0,57.471827535521804
Los Angeles,Wired telecommunications carriers,45317.646741558725,659,15790.0,9057.0,57.359088030398986
Los Angeles,Nondepository credit and related activities,45317.646741558725,1297,30625.0,17553.0,57.31591836734694
Los Angeles,Banking and related activities,45317.646741558725,1844,57638.0,33008.0,57.267774731947675
Los Angeles,Internet publishing and broadcasting and web search portals,45317.646741558725,898,13358.0,7562.0,56.61027099865249
Los Angeles,Postal service,45317.646741558725,948,23473.0,13195.0,56.213521918800325
Los Angeles,Commercial and service industry machinery manufacturing,45317.646741558725,106,3456.0,1918.0,55.49768518518518
Los Angeles,U.S. Navy,45317.646741558725,620,1526.0,839.0,54.980340760157276
Los Angeles,Nonmetallic mineral mining and quarrying,45317.646741558725,62,723.0,397.0,54.910096818810516
Los Angeles,National security and international affairs,45317.646741558725,1045,17823.0,9668.0,54.244515513662115
Los Angeles,Legal services,45317.646741558725,2730,85236.0,44656.0,52.39100849406354
Los Angeles,Sewage treatment facilities,45317.646741558725,108,950.0,487.0,51.26315789473684
Los Angeles,Beverage,45317.646741558725,683,7797.0,3979.0,51.03244837758112
Los Angeles,Insurance Carriers,45317.646741558725,2181,56953.0,29036.0,50.98238898741067
Los Angeles,"Telecommunications, except wired telecommunications carriers",45317.646741558725,405,9976.0,5033.0,50.451082598235764
Los Angeles,"Agencies, Brokerages, And Other Insurance Related Activities",45317.646741558725,823,20255.0,10175.0,50.234509997531475
Los Angeles,Bus service and urban transit,45317.646741558725,783,23484.0,11786.0,50.187361607903256
Los Angeles,Executive offices and legislative bodies,45317.646741558725,1869,38180.0,18943.0,49.614981665793614
Los Angeles,"Promoters Of Performing Arts, Sports, And Similar Events, Agents And Managers For Artists, Athletes, Entertainers, And Other Public Figures",45317.646741558725,426,26749.0,13241.0,49.50091592209054
Los Angeles,"Savings institutions, including credit unions",45317.646741558725,315,7764.0,3811.0,49.08552292632663
Los Angeles,"Management, scientific and technical consulting services",45317.646741558725,2918,67352.0,32599.0,48.400938353723724
Los Angeles,Administration of environmental quality and housing programs,45317.646741558725,425,4130.0,1988.0,48.13559322033898
Los Angeles,"Civic, social, advocacy organizations and grantmaking and giving services",45317.646741558725,1238,28095.0,13426.0,47.78786260900516
Los Angeles,Alcoholic beverages merchat wholesalers,45317.646741558725,181,3058.0,1449.0,47.383911052975805
Los Angeles,Sound recording industries,45317.646741558725,177,11789.0,5523.0,46.84875731614216
Los Angeles,Water transportation,45317.646741558725,95,3957.0,1847.0,46.67677533484964
Los Angeles,"Electronic components and products, n.e.c.",45317.646741558725,2146,18228.0,8472.0,46.47794601711652
Los Angeles,"Periodical, book, and directory publishers",45317.646741558725,252,6796.0,3143.0,46.247792819305474
Los Angeles,Logging,45317.646741558725,44,185.0,85.0,45.94594594594595
Los Angeles,Air transportation,45317.646741558725,757,26535.0,12077.0,45.51347277181081
Los Angeles,Professional and commercial equipment and supplies merchant wholesalers,45317.646741558725,506,11909.0,5420.0,45.511797799983206
Los Angeles,"Other administrative, and other support services",45317.646741558725,623,19708.0,8926.0,45.29125228333671
Los Angeles,Offices of physicians,45317.646741558725,2281,53947.0,24109.0,44.690158859621484
Los Angeles,Other consumer goods rental,45317.646741558725,211,9593.0,4284.0,44.657562806212866
Los Angeles,"Drugs, sundries, and chemical and allied product merchant wholesalers",45317.646741558725,349,10224.0,4522.0,44.22926447574335
Los Angeles,"Accounting, tax preparation, bookkeeping and payroll services",45317.646741558725,1935,55960.0,24728.0,44.18870621872767
Los Angeles,Motor vehicles and motor vehicle equipment manufacturing ,45317.646741558725,668,16220.0,7143.0,44.03822441430333
Los Angeles,Industrial and miscellaneous chemicals,45317.646741558725,224,6041.0,2651.0,43.8834630028141
Los Angeles,Medical equipment and supplies,45317.646741558725,1265,18813.0,8197.0,43.57093499176102
Los Angeles,Household appliances and electrical and electronic goods merchant wholesalers,45317.646741558725,366,9943.0,4330.0,43.54822488182641
Los Angeles,Other general government and support,45317.646741558725,261,5744.0,2498.0,43.48885793871866
Los Angeles,Glass and glass products manufacturing,45317.646741558725,125,3129.0,1354.0,43.27261105784596
Los Angeles,"Machinery, equipment, and supplies merchant wholesalers",45317.646741558725,426,10047.0,4315.0,42.94814372449488
Los Angeles,"Wholesale electronic markets, agents and brokers",45317.646741558725,211,9254.0,3960.0,42.79230602982494
Los Angeles,Outpatient care centers,45317.646741558725,2556,66649.0,27786.0,41.69004786268361
Los Angeles,"Pulp, paper, and paperboard mills",45317.646741558725,80,2226.0,928.0,41.689128481581314
Los Angeles,Elementary and secondary schools,45317.646741558725,13278,295418.0,120758.0,40.87699463133594
Los Angeles,"Colleges, universities, and professional schools, including junior colleges ",45317.646741558725,6684,155247.0,62706.0,40.391118668959784
Los Angeles,"Coating, engraving, heat treating and allied activities",45317.646741558725,83,2404.0,971.0,40.39101497504159
Los Angeles,Dairy products,45317.646741558725,213,3505.0,1408.0,40.171184022824534
Los Angeles,Travel arrangements and reservation services,45317.646741558725,495,16608.0,6632.0,39.932562620423894
Los Angeles,Lumber and other construction materials merchant wholesalers,45317.646741558725,186,3893.0,1545.0,39.68661700488055
Los Angeles,Specialized design services,45317.646741558725,871,32277.0,12778.0,39.58856151439105
Los Angeles,Libraries and archives,45317.646741558725,321,7557.0,2962.0,39.19544792907239
Los Angeles,Computer and peripheral equipment manufacturing,45317.646741558725,524,4031.0,1571.0,38.972959563383775
Los Angeles,Metalworking machinery,45317.646741558725,88,1901.0,726.0,38.190426091530774
Los Angeles,Services incidental to transportation,45317.646741558725,1211,52475.0,19865.0,37.856121962839445
Los Angeles,Psychiatric and substance abuse hospitals,45317.646741558725,171,2617.0,984.0,37.600305693542225
Los Angeles,"Hardware, and plumbing and heating equipment, and supplies, merchant wholesalers",45317.646741558725,249,6085.0,2282.0,37.50205423171734
Los Angeles,"Fishing, hunting, and trapping",45317.646741558725,38,594.0,221.0,37.20538720538721
Los Angeles,Truck transportation,45317.646741558725,1975,64203.0,23729.0,36.95933211843683
Los Angeles,Railroad rolling stock manufacturing,45317.646741558725,16,337.0,124.0,36.795252225519285
Los Angeles,"Cement, concrete, lime, and gypsum products manufacturing",45317.646741558725,127,2548.0,921.0,36.14599686028257
Los Angeles,Performing Arts Companies,45317.646741558725,401,14856.0,5364.0,36.10662358642973
Los Angeles,"Lessors Of Real Estate, And Offices Of Real Estate Agents And Brokers",45317.646741558725,3403,84641.0,30403.0,35.91994423506338
Los Angeles,Miscellaneous durable goods merchant wholesalers,45317.646741558725,206,8688.0,3117.0,35.87707182320442
Los Angeles,"Machinery manufacturing, n.e.c. or not specified",45317.646741558725,587,14316.0,5136.0,35.87594300083822
Los Angeles,Spectator Sports,45317.646741558725,258,7770.0,2772.0,35.67567567567568
Los Angeles,Automobile dealers,45317.646741558725,1274,34973.0,12237.0,34.989849312326655
Los Angeles,Furniture and home furnishing merchant wholesalers   ,45317.646741558725,166,6198.0,2146.0,34.62407228138109
Los Angeles,"Funeral homes, cemeteries and crematories",45317.646741558725,161,5990.0,2069.0,34.54090150250417
Los Angeles,Other health care services,45317.646741558725,1634,46243.0,15963.0,34.51981921588132
Los Angeles,"Rubber products, except tires",45317.646741558725,58,1260.0,434.0,34.44444444444444
Los Angeles,"Other information services, except libraries and archives, and internet publishing and broadcasting and web search portals",45317.646741558725,74,1200.0,412.0,34.333333333333336
Los Angeles,Offices of optometrists,45317.646741558725,238,4063.0,1394.0,34.30962343096235
Los Angeles,"Real Estate Property Managers, Offices of Real Estate Appraisers, And Other Activities Related to Real Estate",45317.646741558725,1015,25410.0,8634.0,33.97874852420307
Los Angeles,Cutlery and hand tool manufacturing,45317.646741558725,32,630.0,213.0,33.80952380952381
Los Angeles,"Animal food, grain and oilseed milling",45317.646741558725,102,1655.0,555.0,33.53474320241692
Los Angeles,Petroleum and petroleum products merchant wholesalers ,45317.646741558725,88,1373.0,454.0,33.06627822286963
Los Angeles,Aluminum production and processing,45317.646741558725,39,994.0,327.0,32.89738430583501
Los Angeles,Household appliances,45317.646741558725,32,576.0,187.0,32.46527777777778
Los Angeles,"Machine shops; turned product; screw, nut, and bolt manufacturing  ",45317.646741558725,427,11737.0,3783.0,32.231404958677686
Los Angeles,"Other professional, scientific and technical services",45317.646741558725,803,17351.0,5568.0,32.09036943115671
