Industry,Date,Region,High Wage Count,Employment Count,Cost of Living,Output Race,Region Population
accommodation and food services,2013-01-01,Inland Empire,18116,115000.0,58532.48,White,4560470
accommodation and food services,2013-02-01,Inland Empire,18258,115900.0,58532.48,White,4560470
accommodation and food services,2013-03-01,Inland Empire,18495,117400.0,58532.48,White,4560470
accommodation and food services,2013-04-01,Inland Empire,18810,119400.0,58532.48,White,4560470
accommodation and food services,2013-05-01,Inland Empire,18904,120000.0,58532.48,White,4560470
accommodation and food services,2013-06-01,Inland Empire,18841,119600.0,58532.48,White,4560470
accommodation and food services,2013-07-01,Inland Empire,18573,117900.0,58532.48,White,4560470
accommodation and food services,2013-08-01,Inland Empire,18684,118600.0,58532.48,White,4560470
accommodation and food services,2013-09-01,Inland Empire,18810,119400.0,58532.48,White,4560470
accommodation and food services,2013-10-01,Inland Empire,18967,120400.0,58532.48,White,4560470
accommodation and food services,2013-11-01,Inland Empire,19235,122100.0,58532.48,White,4560470
accommodation and food services,2013-12-01,Inland Empire,19330,122700.0,58532.48,White,4560470
administrative and support and waste services,2013-01-01,Inland Empire,20434,80700.0,58532.48,White,4560470
administrative and support and waste services,2013-02-01,Inland Empire,21042,83100.0,58532.48,White,4560470
administrative and support and waste services,2013-03-01,Inland Empire,20840,82300.0,58532.48,White,4560470
administrative and support and waste services,2013-04-01,Inland Empire,21422,84600.0,58532.48,White,4560470
administrative and support and waste services,2013-05-01,Inland Empire,21523,85000.0,58532.48,White,4560470
administrative and support and waste services,2013-06-01,Inland Empire,21701,85700.0,58532.48,White,4560470
administrative and support and waste services,2013-07-01,Inland Empire,21827,86200.0,58532.48,White,4560470
administrative and support and waste services,2013-08-01,Inland Empire,22359,88300.0,58532.48,White,4560470
administrative and support and waste services,2013-09-01,Inland Empire,22562,89100.0,58532.48,White,4560470
administrative and support and waste services,2013-10-01,Inland Empire,22486,88800.0,58532.48,White,4560470
administrative and support and waste services,2013-11-01,Inland Empire,22334,88200.0,58532.48,White,4560470
administrative and support and waste services,2013-12-01,Inland Empire,21827,86200.0,58532.48,White,4560470
arts entertainment and recreation,2013-01-01,Inland Empire,3800,18200.0,58532.48,White,4560470
arts entertainment and recreation,2013-02-01,Inland Empire,3738,17900.0,58532.48,White,4560470
arts entertainment and recreation,2013-03-01,Inland Empire,3821,18300.0,58532.48,White,4560470
arts entertainment and recreation,2013-04-01,Inland Empire,3675,17600.0,58532.48,White,4560470
arts entertainment and recreation,2013-05-01,Inland Empire,3550,17000.0,58532.48,White,4560470
arts entertainment and recreation,2013-06-01,Inland Empire,3320,15900.0,58532.48,White,4560470
arts entertainment and recreation,2013-07-01,Inland Empire,3236,15500.0,58532.48,White,4560470
arts entertainment and recreation,2013-08-01,Inland Empire,3153,15100.0,58532.48,White,4560470
arts entertainment and recreation,2013-09-01,Inland Empire,3111,14900.0,58532.48,White,4560470
arts entertainment and recreation,2013-10-01,Inland Empire,3195,15300.0,58532.48,White,4560470
arts entertainment and recreation,2013-11-01,Inland Empire,3571,17100.0,58532.48,White,4560470
arts entertainment and recreation,2013-12-01,Inland Empire,3967,19000.0,58532.48,White,4560470
construction,2013-01-01,Inland Empire,29395,64700.0,58532.48,White,4560470
construction,2013-02-01,Inland Empire,30168,66400.0,58532.48,White,4560470
construction,2013-03-01,Inland Empire,30486,67100.0,58532.48,White,4560470
construction,2013-04-01,Inland Empire,30668,67500.0,58532.48,White,4560470
construction,2013-05-01,Inland Empire,30940,68100.0,58532.48,White,4560470
construction,2013-06-01,Inland Empire,31304,68900.0,58532.48,White,4560470
construction,2013-07-01,Inland Empire,32212,70900.0,58532.48,White,4560470
construction,2013-08-01,Inland Empire,32894,72400.0,58532.48,White,4560470
construction,2013-09-01,Inland Empire,33030,72700.0,58532.48,White,4560470
construction,2013-10-01,Inland Empire,33621,74000.0,58532.48,White,4560470
construction,2013-11-01,Inland Empire,33666,74100.0,58532.48,White,4560470
construction,2013-12-01,Inland Empire,33394,73500.0,58532.48,White,4560470
durable goods,2013-01-01,Inland Empire,30196,56200.0,58532.48,White,4560470
durable goods,2013-02-01,Inland Empire,30303,56400.0,58532.48,White,4560470
durable goods,2013-03-01,Inland Empire,30518,56800.0,58532.48,White,4560470
durable goods,2013-04-01,Inland Empire,30518,56800.0,58532.48,White,4560470
durable goods,2013-05-01,Inland Empire,30679,57100.0,58532.48,White,4560470
durable goods,2013-06-01,Inland Empire,30787,57300.0,58532.48,White,4560470
durable goods,2013-07-01,Inland Empire,30787,57300.0,58532.48,White,4560470
durable goods,2013-08-01,Inland Empire,30948,57600.0,58532.48,White,4560470
durable goods,2013-09-01,Inland Empire,30948,57600.0,58532.48,White,4560470
durable goods,2013-10-01,Inland Empire,31109,57900.0,58532.48,White,4560470
durable goods,2013-11-01,Inland Empire,31163,58000.0,58532.48,White,4560470
durable goods,2013-12-01,Inland Empire,31217,58100.0,58532.48,White,4560470
educational services,2013-01-01,Inland Empire,8119,17200.0,58532.48,White,4560470
educational services,2013-02-01,Inland Empire,8591,18200.0,58532.48,White,4560470
educational services,2013-03-01,Inland Empire,8544,18100.0,58532.48,White,4560470
educational services,2013-04-01,Inland Empire,8686,18400.0,58532.48,White,4560470
educational services,2013-05-01,Inland Empire,8308,17600.0,58532.48,White,4560470
educational services,2013-06-01,Inland Empire,7978,16900.0,58532.48,White,4560470
educational services,2013-07-01,Inland Empire,7128,15100.0,58532.48,White,4560470
educational services,2013-08-01,Inland Empire,7505,15900.0,58532.48,White,4560470
educational services,2013-09-01,Inland Empire,8308,17600.0,58532.48,White,4560470
educational services,2013-10-01,Inland Empire,8780,18600.0,58532.48,White,4560470
educational services,2013-11-01,Inland Empire,8874,18800.0,58532.48,White,4560470
educational services,2013-12-01,Inland Empire,8638,18300.0,58532.48,White,4560470
federal government,2013-01-01,Inland Empire,11912,20500.0,58532.48,White,4560470
federal government,2013-02-01,Inland Empire,11912,20500.0,58532.48,White,4560470
federal government,2013-03-01,Inland Empire,11796,20300.0,58532.48,White,4560470
federal government,2013-04-01,Inland Empire,11796,20300.0,58532.48,White,4560470
federal government,2013-05-01,Inland Empire,11738,20200.0,58532.48,White,4560470
federal government,2013-06-01,Inland Empire,11738,20200.0,58532.48,White,4560470
federal government,2013-07-01,Inland Empire,11796,20300.0,58532.48,White,4560470
federal government,2013-08-01,Inland Empire,11796,20300.0,58532.48,White,4560470
federal government,2013-09-01,Inland Empire,11796,20300.0,58532.48,White,4560470
federal government,2013-10-01,Inland Empire,11738,20200.0,58532.48,White,4560470
federal government,2013-11-01,Inland Empire,11796,20300.0,58532.48,White,4560470
federal government,2013-12-01,Inland Empire,11738,20200.0,58532.48,White,4560470
financial activities,2013-01-01,Inland Empire,16076,41200.0,58532.48,White,4560470
financial activities,2013-02-01,Inland Empire,16154,41400.0,58532.48,White,4560470
financial activities,2013-03-01,Inland Empire,16154,41400.0,58532.48,White,4560470
financial activities,2013-04-01,Inland Empire,16271,41700.0,58532.48,White,4560470
financial activities,2013-05-01,Inland Empire,16389,42000.0,58532.48,White,4560470
financial activities,2013-06-01,Inland Empire,16389,42000.0,58532.48,White,4560470
financial activities,2013-07-01,Inland Empire,16350,41900.0,58532.48,White,4560470
financial activities,2013-08-01,Inland Empire,16389,42000.0,58532.48,White,4560470
financial activities,2013-09-01,Inland Empire,16350,41900.0,58532.48,White,4560470
financial activities,2013-10-01,Inland Empire,16428,42100.0,58532.48,White,4560470
financial activities,2013-11-01,Inland Empire,16467,42200.0,58532.48,White,4560470
