Industry,Date,Region,High Wage Count,Employment Count,Cost of Living,Output Race,Region Population
accommodation and food services,2012-01-01,Inland Empire,12496,109400.0,57667.47,White,4560470
accommodation and food services,2012-02-01,Inland Empire,12644,110700.0,57667.47,White,4560470
accommodation and food services,2012-03-01,Inland Empire,12827,112300.0,57667.47,White,4560470
accommodation and food services,2012-04-01,Inland Empire,13055,114300.0,57667.47,White,4560470
accommodation and food services,2012-05-01,Inland Empire,13090,114600.0,57667.47,White,4560470
accommodation and food services,2012-06-01,Inland Empire,13078,114500.0,57667.47,White,4560470
accommodation and food services,2012-07-01,Inland Empire,12998,113800.0,57667.47,White,4560470
accommodation and food services,2012-08-01,Inland Empire,13021,114000.0,57667.47,White,4560470
accommodation and food services,2012-09-01,Inland Empire,13033,114100.0,57667.47,White,4560470
accommodation and food services,2012-10-01,Inland Empire,13044,114200.0,57667.47,White,4560470
accommodation and food services,2012-11-01,Inland Empire,13170,115300.0,57667.47,White,4560470
accommodation and food services,2012-12-01,Inland Empire,13215,115700.0,57667.47,White,4560470
administrative and support and waste services,2012-01-01,Inland Empire,27017,80300.0,57667.47,White,4560470
administrative and support and waste services,2012-02-01,Inland Empire,27253,81000.0,57667.47,White,4560470
administrative and support and waste services,2012-03-01,Inland Empire,27118,80600.0,57667.47,White,4560470
administrative and support and waste services,2012-04-01,Inland Empire,27522,81800.0,57667.47,White,4560470
administrative and support and waste services,2012-05-01,Inland Empire,27724,82400.0,57667.47,White,4560470
administrative and support and waste services,2012-06-01,Inland Empire,27959,83100.0,57667.47,White,4560470
administrative and support and waste services,2012-07-01,Inland Empire,27926,83000.0,57667.47,White,4560470
administrative and support and waste services,2012-08-01,Inland Empire,27926,83000.0,57667.47,White,4560470
administrative and support and waste services,2012-09-01,Inland Empire,27791,82600.0,57667.47,White,4560470
administrative and support and waste services,2012-10-01,Inland Empire,28498,84700.0,57667.47,White,4560470
administrative and support and waste services,2012-11-01,Inland Empire,28229,83900.0,57667.47,White,4560470
administrative and support and waste services,2012-12-01,Inland Empire,27286,81100.0,57667.47,White,4560470
arts entertainment and recreation,2012-01-01,Inland Empire,4377,17400.0,57667.47,White,4560470
arts entertainment and recreation,2012-02-01,Inland Empire,4251,16900.0,57667.47,White,4560470
arts entertainment and recreation,2012-03-01,Inland Empire,4226,16800.0,57667.47,White,4560470
arts entertainment and recreation,2012-04-01,Inland Empire,4100,16300.0,57667.47,White,4560470
arts entertainment and recreation,2012-05-01,Inland Empire,4000,15900.0,57667.47,White,4560470
arts entertainment and recreation,2012-06-01,Inland Empire,3698,14700.0,57667.47,White,4560470
arts entertainment and recreation,2012-07-01,Inland Empire,3698,14700.0,57667.47,White,4560470
arts entertainment and recreation,2012-08-01,Inland Empire,3622,14400.0,57667.47,White,4560470
arts entertainment and recreation,2012-09-01,Inland Empire,3572,14200.0,57667.47,White,4560470
arts entertainment and recreation,2012-10-01,Inland Empire,3622,14400.0,57667.47,White,4560470
arts entertainment and recreation,2012-11-01,Inland Empire,4176,16600.0,57667.47,White,4560470
arts entertainment and recreation,2012-12-01,Inland Empire,4377,17400.0,57667.47,White,4560470
construction,2012-01-01,Inland Empire,24115,58000.0,57667.47,White,4560470
construction,2012-02-01,Inland Empire,24115,58000.0,57667.47,White,4560470
construction,2012-03-01,Inland Empire,24447,58800.0,57667.47,White,4560470
construction,2012-04-01,Inland Empire,24655,59300.0,57667.47,White,4560470
construction,2012-05-01,Inland Empire,25403,61100.0,57667.47,White,4560470
construction,2012-06-01,Inland Empire,26401,63500.0,57667.47,White,4560470
construction,2012-07-01,Inland Empire,26776,64400.0,57667.47,White,4560470
construction,2012-08-01,Inland Empire,27316,65700.0,57667.47,White,4560470
construction,2012-09-01,Inland Empire,27358,65800.0,57667.47,White,4560470
construction,2012-10-01,Inland Empire,27482,66100.0,57667.47,White,4560470
construction,2012-11-01,Inland Empire,27316,65700.0,57667.47,White,4560470
construction,2012-12-01,Inland Empire,27108,65200.0,57667.47,White,4560470
durable goods,2012-01-01,Inland Empire,31032,56000.0,57667.47,White,4560470
durable goods,2012-02-01,Inland Empire,31309,56500.0,57667.47,White,4560470
durable goods,2012-03-01,Inland Empire,31420,56700.0,57667.47,White,4560470
durable goods,2012-04-01,Inland Empire,31530,56900.0,57667.47,White,4560470
durable goods,2012-05-01,Inland Empire,31752,57300.0,57667.47,White,4560470
durable goods,2012-06-01,Inland Empire,31752,57300.0,57667.47,White,4560470
durable goods,2012-07-01,Inland Empire,31697,57200.0,57667.47,White,4560470
durable goods,2012-08-01,Inland Empire,31752,57300.0,57667.47,White,4560470
durable goods,2012-09-01,Inland Empire,31586,57000.0,57667.47,White,4560470
durable goods,2012-10-01,Inland Empire,31641,57100.0,57667.47,White,4560470
durable goods,2012-11-01,Inland Empire,31475,56800.0,57667.47,White,4560470
durable goods,2012-12-01,Inland Empire,31364,56600.0,57667.47,White,4560470
educational services,2012-01-01,Inland Empire,8848,16600.0,57667.47,White,4560470
educational services,2012-02-01,Inland Empire,9168,17200.0,57667.47,White,4560470
educational services,2012-03-01,Inland Empire,9168,17200.0,57667.47,White,4560470
educational services,2012-04-01,Inland Empire,8848,16600.0,57667.47,White,4560470
educational services,2012-05-01,Inland Empire,8581,16100.0,57667.47,White,4560470
educational services,2012-06-01,Inland Empire,8102,15200.0,57667.47,White,4560470
educational services,2012-07-01,Inland Empire,7515,14100.0,57667.47,White,4560470
educational services,2012-08-01,Inland Empire,7675,14400.0,57667.47,White,4560470
educational services,2012-09-01,Inland Empire,8635,16200.0,57667.47,White,4560470
educational services,2012-10-01,Inland Empire,9168,17200.0,57667.47,White,4560470
educational services,2012-11-01,Inland Empire,9328,17500.0,57667.47,White,4560470
educational services,2012-12-01,Inland Empire,9274,17400.0,57667.47,White,4560470
federal government,2012-01-01,Inland Empire,11568,20800.0,57667.47,White,4560470
federal government,2012-02-01,Inland Empire,11513,20700.0,57667.47,White,4560470
federal government,2012-03-01,Inland Empire,11457,20600.0,57667.47,White,4560470
federal government,2012-04-01,Inland Empire,11568,20800.0,57667.47,White,4560470
federal government,2012-05-01,Inland Empire,11457,20600.0,57667.47,White,4560470
federal government,2012-06-01,Inland Empire,11401,20500.0,57667.47,White,4560470
federal government,2012-07-01,Inland Empire,11401,20500.0,57667.47,White,4560470
federal government,2012-08-01,Inland Empire,11457,20600.0,57667.47,White,4560470
federal government,2012-09-01,Inland Empire,11457,20600.0,57667.47,White,4560470
federal government,2012-10-01,Inland Empire,11457,20600.0,57667.47,White,4560470
federal government,2012-11-01,Inland Empire,11568,20800.0,57667.47,White,4560470
federal government,2012-12-01,Inland Empire,11457,20600.0,57667.47,White,4560470
financial activities,2012-01-01,Inland Empire,15322,39500.0,57667.47,White,4560470
financial activities,2012-02-01,Inland Empire,15400,39700.0,57667.47,White,4560470
financial activities,2012-03-01,Inland Empire,15516,40000.0,57667.47,White,4560470
financial activities,2012-04-01,Inland Empire,15749,40600.0,57667.47,White,4560470
financial activities,2012-05-01,Inland Empire,15788,40700.0,57667.47,White,4560470
financial activities,2012-06-01,Inland Empire,15749,40600.0,57667.47,White,4560470
financial activities,2012-07-01,Inland Empire,15788,40700.0,57667.47,White,4560470
financial activities,2012-08-01,Inland Empire,15826,40800.0,57667.47,White,4560470
financial activities,2012-09-01,Inland Empire,15904,41000.0,57667.47,White,4560470
financial activities,2012-10-01,Inland Empire,15982,41200.0,57667.47,White,4560470
financial activities,2012-11-01,Inland Empire,16098,41500.0,57667.47,White,4560470
financial activities,2012-12-01,Inland Empire,16137,41600.0,57667.47,White,4560470
health care and social assistance,2012-01-01,Inland Empire,61142,153000.0,57667.47,White,4560470
health care and social assistance,2012-02-01,Inland Empire,61622,154200.0,57667.47,White,4560470
health care and social assistance,2012-03-01,Inland Empire,62061,155300.0,57667.47,White,4560470
health care and social assistance,2012-04-01,Inland Empire,62381,156100.0,57667.47,White,4560470
health care and social assistance,2012-05-01,Inland Empire,62621,156700.0,57667.47,White,4560470
health care and social assistance,2012-06-01,Inland Empire,62821,157200.0,57667.47,White,4560470
health care and social assistance,2012-07-01,Inland Empire,62661,156800.0,57667.47,White,4560470
health care and social assistance,2012-08-01,Inland Empire,62901,157400.0,57667.47,White,4560470
health care and social assistance,2012-09-01,Inland Empire,63220,158200.0,57667.47,White,4560470
health care and social assistance,2012-10-01,Inland Empire,63980,160100.0,57667.47,White,4560470
health care and social assistance,2012-11-01,Inland Empire,64259,160800.0,57667.47,White,4560470
health care and social assistance,2012-12-01,Inland Empire,64659,161800.0,57667.47,White,4560470
local government,2012-01-01,Inland Empire,47230,178500.0,57667.47,White,4560470
local government,2012-02-01,Inland Empire,47177,178300.0,57667.47,White,4560470
local government,2012-03-01,Inland Empire,47626,180000.0,57667.47,White,4560470
local government,2012-04-01,Inland Empire,47626,180000.0,57667.47,White,4560470
local government,2012-05-01,Inland Empire,47732,180400.0,57667.47,White,4560470
local government,2012-06-01,Inland Empire,46753,176700.0,57667.47,White,4560470
local government,2012-07-01,Inland Empire,42731,161500.0,57667.47,White,4560470
local government,2012-08-01,Inland Empire,44319,167500.0,57667.47,White,4560470
local government,2012-09-01,Inland Empire,45007,170100.0,57667.47,White,4560470
local government,2012-10-01,Inland Empire,47124,178100.0,57667.47,White,4560470
local government,2012-11-01,Inland Empire,47574,179800.0,57667.47,White,4560470
local government,2012-12-01,Inland Empire,47177,178300.0,57667.47,White,4560470
management of companies and enterprises,2012-01-01,Inland Empire,3048,5200.0,57667.47,White,4560470
management of companies and enterprises,2012-02-01,Inland Empire,2990,5100.0,57667.47,White,4560470
management of companies and enterprises,2012-03-01,Inland Empire,2931,5000.0,57667.47,White,4560470
management of companies and enterprises,2012-04-01,Inland Empire,2990,5100.0,57667.47,White,4560470
management of companies and enterprises,2012-05-01,Inland Empire,2990,5100.0,57667.47,White,4560470
management of companies and enterprises,2012-06-01,Inland Empire,3048,5200.0,57667.47,White,4560470
management of companies and enterprises,2012-07-01,Inland Empire,3107,5300.0,57667.47,White,4560470
management of companies and enterprises,2012-08-01,Inland Empire,3107,5300.0,57667.47,White,4560470
management of companies and enterprises,2012-09-01,Inland Empire,3107,5300.0,57667.47,White,4560470
management of companies and enterprises,2012-10-01,Inland Empire,3107,5300.0,57667.47,White,4560470
management of companies and enterprises,2012-11-01,Inland Empire,3166,5400.0,57667.47,White,4560470
management of companies and enterprises,2012-12-01,Inland Empire,3224,5500.0,57667.47,White,4560470
mining and logging,2012-01-01,Inland Empire,250,1100.0,57667.47,White,4560470
mining and logging,2012-02-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-03-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-04-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-05-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-06-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-07-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-08-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-09-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-10-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-11-01,Inland Empire,273,1200.0,57667.47,White,4560470
mining and logging,2012-12-01,Inland Empire,273,1200.0,57667.47,White,4560470
nondurable goods,2012-01-01,Inland Empire,13479,28900.0,57667.47,White,4560470
nondurable goods,2012-02-01,Inland Empire,13525,29000.0,57667.47,White,4560470
nondurable goods,2012-03-01,Inland Empire,13665,29300.0,57667.47,White,4560470
nondurable goods,2012-04-01,Inland Empire,13852,29700.0,57667.47,White,4560470
nondurable goods,2012-05-01,Inland Empire,13992,30000.0,57667.47,White,4560470
nondurable goods,2012-06-01,Inland Empire,14038,30100.0,57667.47,White,4560470
nondurable goods,2012-07-01,Inland Empire,14038,30100.0,57667.47,White,4560470
nondurable goods,2012-08-01,Inland Empire,14085,30200.0,57667.47,White,4560470
nondurable goods,2012-09-01,Inland Empire,14085,30200.0,57667.47,White,4560470
nondurable goods,2012-10-01,Inland Empire,14085,30200.0,57667.47,White,4560470
nondurable goods,2012-11-01,Inland Empire,14038,30100.0,57667.47,White,4560470
nondurable goods,2012-12-01,Inland Empire,14038,30100.0,57667.47,White,4560470
other services,2012-01-01,Inland Empire,8165,38800.0,57667.47,White,4560470
other services,2012-02-01,Inland Empire,8249,39200.0,57667.47,White,4560470
other services,2012-03-01,Inland Empire,8312,39500.0,57667.47,White,4560470
other services,2012-04-01,Inland Empire,8480,40300.0,57667.47,White,4560470
other services,2012-05-01,Inland Empire,8543,40600.0,57667.47,White,4560470
other services,2012-06-01,Inland Empire,8585,40800.0,57667.47,White,4560470
other services,2012-07-01,Inland Empire,8522,40500.0,57667.47,White,4560470
other services,2012-08-01,Inland Empire,8564,40700.0,57667.47,White,4560470
other services,2012-09-01,Inland Empire,8585,40800.0,57667.47,White,4560470
other services,2012-10-01,Inland Empire,8396,39900.0,57667.47,White,4560470
other services,2012-11-01,Inland Empire,8417,40000.0,57667.47,White,4560470
other services,2012-12-01,Inland Empire,8354,39700.0,57667.47,White,4560470
professional scientific and technical services,2012-01-01,Inland Empire,15794,36300.0,57667.47,White,4560470
professional scientific and technical services,2012-02-01,Inland Empire,16359,37600.0,57667.47,White,4560470
professional scientific and technical services,2012-03-01,Inland Empire,16229,37300.0,57667.47,White,4560470
professional scientific and technical services,2012-04-01,Inland Empire,16664,38300.0,57667.47,White,4560470
professional scientific and technical services,2012-05-01,Inland Empire,15837,36400.0,57667.47,White,4560470
professional scientific and technical services,2012-06-01,Inland Empire,16055,36900.0,57667.47,White,4560470
professional scientific and technical services,2012-07-01,Inland Empire,15663,36000.0,57667.47,White,4560470
professional scientific and technical services,2012-08-01,Inland Empire,15837,36400.0,57667.47,White,4560470
professional scientific and technical services,2012-09-01,Inland Empire,15794,36300.0,57667.47,White,4560470
professional scientific and technical services,2012-10-01,Inland Empire,16055,36900.0,57667.47,White,4560470
professional scientific and technical services,2012-11-01,Inland Empire,15750,36200.0,57667.47,White,4560470
professional scientific and technical services,2012-12-01,Inland Empire,15837,36400.0,57667.47,White,4560470
retail trade,2012-01-01,Inland Empire,37048,162600.0,57667.47,White,4560470
retail trade,2012-02-01,Inland Empire,36205,158900.0,57667.47,White,4560470
retail trade,2012-03-01,Inland Empire,36114,158500.0,57667.47,White,4560470
retail trade,2012-04-01,Inland Empire,36410,159800.0,57667.47,White,4560470
retail trade,2012-05-01,Inland Empire,36478,160100.0,57667.47,White,4560470
retail trade,2012-06-01,Inland Empire,36296,159300.0,57667.47,White,4560470
retail trade,2012-07-01,Inland Empire,36364,159600.0,57667.47,White,4560470
retail trade,2012-08-01,Inland Empire,36455,160000.0,57667.47,White,4560470
retail trade,2012-09-01,Inland Empire,36478,160100.0,57667.47,White,4560470
retail trade,2012-10-01,Inland Empire,36980,162300.0,57667.47,White,4560470
retail trade,2012-11-01,Inland Empire,39600,173800.0,57667.47,White,4560470
